0.3934847,-14.4502945,-17.649887,-0.5340382,-13.749384,-25.072826,-2.2425237,9.3521595,-13.680943,-12.247039,2.5502276,-10.890513,-0.018281361,5.507792,-12.349027,-7.805977,-15.012164,-0.26261017,6.223098,-9.182556
-6.7127852,1.9477307,-15.988948,9.519955,-2.3365285,-19.513174,-4.8369384,-17.90412,-25.470367,-23.996037,-16.158035,-20.312466,-24.421734,-11.609252,5.5434527,-5.092664,-22.11965,-4.0454063,-17.769123,-0.79817307
-5.2526865,-14.34965,-17.11785,-20.809387,3.965033,-24.739777,-18.81165,12.588745,-14.2225485,8.855247,-8.453729,-15.462924,-11.908543,-10.010685,8.183909,-15.612133,0.76248986,-6.2022967,-0.0912609,-20.459642
-3.717079,-5.508093,-5.1966925,4.4170017,4.6738644,2.0509121,-5.0235476,-8.963161,-4.6157274,2.4329388,-1.4697803,-14.162004,-19.200567,-28.865114,-20.172926,-10.157726,6.972846,-10.904498,-10.795245,-21.935104
-1.7736742,1.1093602,1.2689892,3.6455762,-9.420712,-19.24341,-10.947191,-15.150883,-15.563662,-12.260472,-31.762192,-15.449075,-36.740086,15.135508,-5.6633596,-16.101456,-16.791672,-7.894281,-12.832391,-23.179802
9.284221,-2.056282,-2.9250042,-9.948316,-17.166096,-10.386588,-18.441011,-11.101351,-6.2694917,-1.3658781,-20.881254,1.3222111,-35.723385,-21.320978,-12.504964,-24.452713,-10.827074,3.736022,2.709751,-3.6162722
-5.6837797,-4.7119365,-3.1922393,-18.36509,-8.57646,4.051713,-4.348128,-14.789695,-6.4530582,-16.632322,-9.8509035,-17.489653,-16.511366,-22.403337,11.343847,7.8823595,-10.356579,0.008505707,-5.2821894,1.7812356
-11.443939,10.177878,2.462247,-1.7569227,-6.0942817,-14.919485,-22.038162,-9.558782,-27.50685,-17.685137,-21.907537,6.5465484,-31.631264,-14.232386,-9.644042,-8.653645,-18.181782,-14.95282,-29.45451,-25.495531
-13.029932,1.6644586,-1.3540862,-10.537981,-17.621319,-27.529606,-14.617286,4.643263,6.985133,-14.514605,-10.446951,-19.070387,-13.319723,-23.957897,-18.227217,-4.8329196,-17.655064,2.1566918,-16.631508,-6.1822314
0.10158927,0.13121329,-10.023513,-13.08801,-16.225517,11.255766,1.560296,-3.7678251,-6.3641343,-8.343737,7.3005614,-4.3641806,-22.913733,-15.505142,-20.222847,-17.054361,8.068456,-9.313904,5.718468,-4.4118376
-2.5324736,-2.6491735,2.7360666,-7.8908663,-3.2134533,-8.676728,-24.335882,-6.210075,-10.80626,-7.8424325,-21.85994,-22.191692,-15.951657,-21.54699,-14.393745,14.911472,0.23747447,-10.6583605,-13.002674,4.7394032
-9.031497,-21.452944,-11.791141,8.173739,-6.5078692,-8.156187,2.1549487,-19.63562,-13.093632,-14.799777,-15.856347,-21.080065,10.354945,-7.8780756,-9.482653,2.7472076,-13.155098,-16.43541,-2.650401,-14.502265
-12.489191,-1.3183643,-18.075136,-24.442871,-21.976768,-28.372395,-19.680555,-24.700794,-20.52312,-15.779154,-7.79326,-20.844063,-19.557459,-1.3046232,2.3377242,0.9726378,-0.002156927,2.4252,-6.2051206,-10.92181
